id,skill,epic,group,priority,phase,status,dependencies,description,acceptance_hint
ELMOS-DR-014,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",CAS and object recovery,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Prevent lifecycle/GC from deleting unreconciled or protected recovery data.,Implement and verify: Prevent lifecycle/GC from deleting unreconciled or protected recovery data.
ELMOS-DR-015,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Temporal recovery and replay,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Back up persistence/visibility configuration and namespace/search-attribute settings.,Implement and verify: Back up persistence/visibility configuration and namespace/search-attribute settings.
ELMOS-DR-016,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Temporal recovery and replay,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Retain replay-compatible workflow/activity code and data converters.,Implement and verify: Retain replay-compatible workflow/activity code and data converters.
ELMOS-DR-017,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Temporal recovery and replay,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Restore histories and run replay verification before resuming.,Implement and verify: Restore histories and run replay verification before resuming.
ELMOS-DR-018,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Temporal recovery and replay,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,"Reconcile workflow projection, task leases, checkpoints, and side-effect receipts with PostgreSQL/CAS.","Implement and verify: Reconcile workflow projection, task leases, checkpoints, and side-effect receipts with PostgreSQL/CAS."
ELMOS-DR-019,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Temporal recovery and replay,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Route non-replayable or ambiguous runs to MANUAL_RECOVERY with evidence.,Implement and verify: Route non-replayable or ambiguous runs to MANUAL_RECOVERY with evidence.
ELMOS-DR-020,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",External side-effect reconciliation,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,"Reconcile repository branches/PRs/checks, webhooks, object uploads, notifications, signing, billing, and exports using idempotency receipts and provider state.","Implement and verify: Reconcile repository branches/PRs/checks, webhooks, object uploads, notifications, signing, billing, and exports using idempotency receipts and provider state."
ELMOS-DR-021,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",External side-effect reconciliation,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Never retry UNKNOWN_RESULT before checking whether the side effect happened.,Implement and verify: Never retry UNKNOWN_RESULT before checking whether the side effect happened.
ELMOS-DR-022,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",External side-effect reconciliation,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Use fencing to reject stale attempts after recovery.,Implement and verify: Use fencing to reject stale attempts after recovery.
ELMOS-DR-023,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",External side-effect reconciliation,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,"Produce a decision record for retry, accept existing, compensate, forward-fix, or manual intervention.","Implement and verify: Produce a decision record for retry, accept existing, compensate, forward-fix, or manual intervention."
ELMOS-DR-024,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Recovery scopes,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,"Implement single task/project, runner/site, tenant, portfolio, service, storage, database, and regional recovery.","Implement and verify: Implement single task/project, runner/site, tenant, portfolio, service, storage, database, and regional recovery."
ELMOS-DR-025,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Recovery scopes,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Resume from last compatible sealed checkpoint rather than restarting completed stages.,Implement and verify: Resume from last compatible sealed checkpoint rather than restarting completed stages.
ELMOS-DR-026,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Recovery scopes,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Allow partial portfolio recovery while quarantining ambiguous shards.,Implement and verify: Allow partial portfolio recovery while quarantining ambiguous shards.
ELMOS-DR-027,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Recovery scopes,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Rebuild derived symbol/index/dashboard state from immutable sources.,Implement and verify: Rebuild derived symbol/index/dashboard state from immutable sources.
ELMOS-DR-028,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Exercises and evidence,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,"Schedule tabletop, component restore, partial outage, regional failover, corrupted object, expired key, non-replayable workflow, and full portfolio exercises.","Implement and verify: Schedule tabletop, component restore, partial outage, regional failover, corrupted object, expired key, non-replayable workflow, and full portfolio exercises."
ELMOS-DR-029,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Exercises and evidence,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Use isolated test endpoints and synthetic fixtures.,Implement and verify: Use isolated test endpoints and synthetic fixtures.
ELMOS-DR-030,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Exercises and evidence,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,"Generate DR evidence with inputs, actions, timings, loss, discrepancies, decisions, and remediation.","Implement and verify: Generate DR evidence with inputs, actions, timings, loss, discrepancies, decisions, and remediation."
ELMOS-DR-031,elmos-backup-recovery-replay,"Backup, Restore, Disaster Recovery, Reconciliation, and Deterministic Replay",Exercises and evidence,P1,G8,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-evidence-pack-offline-verification;elmos-observability-finops,Block production readiness when restore evidence is stale or unsuccessful.,Implement and verify: Block production readiness when restore evidence is stale or unsuccessful.
ELMOS-BENCH-001,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Fixture estate,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Create fixed small/medium/large/XL Java, Maven/Gradle multi-module, Spring legacy, database/message/cache, Python web/data/ML, .NET, TypeScript UI, native, and mixed-language monorepo fixtures.","Implement and verify: Create fixed small/medium/large/XL Java, Maven/Gradle multi-module, Spring legacy, database/message/cache, Python web/data/ML, .NET, TypeScript UI, native, and mixed-language monorepo fixtures."
ELMOS-BENCH-002,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Fixture estate,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Include known semantic, dependency, build, flaky, security, performance, and recovery cases.","Implement and verify: Include known semantic, dependency, build, flaky, security, performance, and recovery cases."
ELMOS-BENCH-003,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Fixture estate,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Pin commits, dependencies, datasets, seeds, toolchains, and expected results.","Implement and verify: Pin commits, dependencies, datasets, seeds, toolchains, and expected results."
ELMOS-BENCH-004,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Fixture estate,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Exclude restricted customer source and license all fixtures.,Implement and verify: Exclude restricted customer source and license all fixtures.
ELMOS-BENCH-005,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification","Cold, warm, and incremental runs",P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Run empty-cache cold, full warm, single-file, single-symbol, module, dependency, toolchain, rule, prompt/model, policy, and permission-change scenarios.","Implement and verify: Run empty-cache cold, full warm, single-file, single-symbol, module, dependency, toolchain, rule, prompt/model, policy, and permission-change scenarios."
ELMOS-BENCH-006,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification","Cold, warm, and incremental runs",P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Measure every cache layer, invalidation reason, bytes transferred, stages recomputed, duration, cost, and quality.","Implement and verify: Measure every cache layer, invalidation reason, bytes transferred, stages recomputed, duration, cost, and quality."
ELMOS-BENCH-007,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification","Cold, warm, and incremental runs",P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Sample-recompute warm hits and compare outputs to detect poisoning/staleness.,Implement and verify: Sample-recompute warm hits and compare outputs to detect poisoning/staleness.
ELMOS-BENCH-008,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification","Cold, warm, and incremental runs",P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Verify changed inputs invalidate exactly the required work.,Implement and verify: Verify changed inputs invalidate exactly the required work.
ELMOS-BENCH-009,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Scale profiles,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Define S under 50K LOC, M 50K-500K, L 500K-2M, XL above 2M, and portfolios of 100/1000 repositories with mixed languages.","Implement and verify: Define S under 50K LOC, M 50K-500K, L 500K-2M, XL above 2M, and portfolios of 100/1000 repositories with mixed languages."
ELMOS-BENCH-010,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Scale profiles,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Measure inventory/index size, workflow history, queue, runner utilization, CAS, transfer, DB, model, validation, evidence, and cleanup.","Implement and verify: Measure inventory/index size, workflow history, queue, runner utilization, CAS, transfer, DB, model, validation, evidence, and cleanup."
ELMOS-BENCH-011,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Scale profiles,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Exercise multi-repo dependencies, merge ordering, partial failure, quotas, fairness, and noisy neighbors.","Implement and verify: Exercise multi-repo dependencies, merge ordering, partial failure, quotas, fairness, and noisy neighbors."
ELMOS-BENCH-012,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Scale profiles,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Report throughput, latency distributions, resource curves, bottlenecks, and saturation.","Implement and verify: Report throughput, latency distributions, resource curves, bottlenecks, and saturation."
ELMOS-BENCH-013,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Fault injection,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Restart control API/Temporal workers/runners, interrupt network, expire leases/certificates, degrade database/object storage/model providers, corrupt chunks/cache, duplicate webhooks/start/cancel/complete, exhaust quota/disk, and fail shards.","Implement and verify: Restart control API/Temporal workers/runners, interrupt network, expire leases/certificates, degrade database/object storage/model providers, corrupt chunks/cache, duplicate webhooks/start/cancel/complete, exhaust quota/disk, and fail shards."
ELMOS-BENCH-014,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Fault injection,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Verify deterministic state, fencing, reconciliation, bounded retries, partial recovery, and no duplicate side effects.","Implement and verify: Verify deterministic state, fencing, reconciliation, bounded retries, partial recovery, and no duplicate side effects."
ELMOS-BENCH-015,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Fault injection,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Generate reusable regression cases for every discovered failure.,Implement and verify: Generate reusable regression cases for every discovered failure.
ELMOS-BENCH-016,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Security campaign,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Test cross-tenant database/CAS/cache/workspace/evidence access, stolen/revoked runner identity, sandbox escape/path traversal/metadata/egress, secret leakage, cache poisoning, malicious dependencies, prompt injection/tool escalation, unsigned artifacts, policy bypass, and export abuse.","Implement and verify: Test cross-tenant database/CAS/cache/workspace/evidence access, stolen/revoked runner identity, sandbox escape/path traversal/metadata/egress, secret leakage, cache poisoning, malicious dependencies, prompt injection/tool escalation, unsigned artifacts, policy bypass, and export abuse."
ELMOS-BENCH-017,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Security campaign,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Use independent red-team assertions and preserve safe evidence.,Implement and verify: Use independent red-team assertions and preserve safe evidence.
ELMOS-BENCH-018,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Security campaign,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Block release on unresolved critical findings.,Implement and verify: Block release on unresolved critical findings.
ELMOS-BENCH-019,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Forecast and quality calibration,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Backtest machine wall-clock ETA P50/P80/P95, queue/capacity forecasts, cost forecasts, and automation confidence across cold/warm/change/scale/failure cohorts.","Implement and verify: Backtest machine wall-clock ETA P50/P80/P95, queue/capacity forecasts, cost forecasts, and automation confidence across cold/warm/change/scale/failure cohorts."
ELMOS-BENCH-020,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Forecast and quality calibration,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Calibrate models continuously and report coverage/interval accuracy and segment bias.,Implement and verify: Calibrate models continuously and report coverage/interval accuracy and segment bias.
ELMOS-BENCH-021,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Forecast and quality calibration,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Keep human-equivalent effort comparison separate from autonomous runtime.,Implement and verify: Keep human-equivalent effort comparison separate from autonomous runtime.
ELMOS-BENCH-022,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Forecast and quality calibration,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Track compile, test retention, behavior, regression, repair, PR acceptance, evidence, source-egress, and cost-per-verified-workload.","Implement and verify: Track compile, test retention, behavior, regression, repair, PR acceptance, evidence, source-egress, and cost-per-verified-workload."
ELMOS-BENCH-023,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Pilot certification,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Select at least three structurally different real Java repositories with authorization and fixed commits.,Implement and verify: Select at least three structurally different real Java repositories with authorization and fixed commits.
ELMOS-BENCH-024,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Pilot certification,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Complete source-local snapshot, baseline, health check, deterministic OpenRewrite path, compile/tests, classified long-tail repair, PR/checks, signed offline evidence, and repeat run.","Implement and verify: Complete source-local snapshot, baseline, health check, deterministic OpenRewrite path, compile/tests, classified long-tail repair, PR/checks, signed offline evidence, and repeat run."
ELMOS-BENCH-025,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Pilot certification,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,"Record all failures, manual tasks, deviations, review time, source-egress bytes, runtime, and cost.","Implement and verify: Record all failures, manual tasks, deviations, review time, source-egress bytes, runtime, and cost."
ELMOS-BENCH-026,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Pilot certification,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Issue CERTIFIED/LIMITED/EXPERIMENTAL/BLOCKED based on exact gates.,Implement and verify: Issue CERTIFIED/LIMITED/EXPERIMENTAL/BLOCKED based on exact gates.
ELMOS-BENCH-027,elmos-scale-benchmark-certification,"Scale Benchmarks, Fault Injection, Security Tests, and Pilot Certification",Pilot certification,P1,G9,BACKLOG,elmos-observability-finops;elmos-progressive-delivery;elmos-backup-recovery-replay;elmos-policy-supply-chain-signing,Do not claim commercial production readiness until the repeatable pilot and restore/security gates pass.,Implement and verify: Do not claim commercial production readiness until the repeatable pilot and restore/security gates pass.
ELMOS-JAVA-001,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,GitHub integration,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Sync installations/repositories and handle installation suspension/removal.,Implement and verify: Sync installations/repositories and handle installation suspension/removal.
ELMOS-JAVA-002,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,GitHub integration,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Verify repository ownership by installation before access.,Implement and verify: Verify repository ownership by installation before access.
ELMOS-JAVA-003,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,GitHub integration,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Issue short-lived least-privilege clone and delivery tokens separately.,Implement and verify: Issue short-lived least-privilege clone and delivery tokens separately.
ELMOS-JAVA-004,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,GitHub integration,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Validate webhook signature/delivery id and handle rate limits, retry, GHES URL/API differences, and errors.","Implement and verify: Validate webhook signature/delivery id and handle rate limits, retry, GHES URL/API differences, and errors."
ELMOS-JAVA-005,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,GitHub integration,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Never store a long-lived PAT in project/task records.,Implement and verify: Never store a long-lived PAT in project/task records.
ELMOS-JAVA-006,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Snapshot and baseline,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Clone fixed commit with submodule/LFS/size/path policy into leased private workspace.,Implement and verify: Clone fixed commit with submodule/LFS/size/path policy into leased private workspace.
ELMOS-JAVA-007,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Snapshot and baseline,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Seal snapshot manifest/digest and enforce source-local or approved encrypted upload policy.,Implement and verify: Seal snapshot manifest/digest and enforce source-local or approved encrypted upload policy.
ELMOS-JAVA-008,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Snapshot and baseline,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Select signed JDK/build toolchain, validate wrappers, inject private registry secrets, and reproduce build.","Implement and verify: Select signed JDK/build toolchain, validate wrappers, inject private registry secrets, and reproduce build."
ELMOS-JAVA-009,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Snapshot and baseline,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Record modules, dependencies, tests, artifacts, environment/code/private-registry failures, and source modifications.","Implement and verify: Record modules, dependencies, tests, artifacts, environment/code/private-registry failures, and source modifications."
ELMOS-JAVA-010,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Snapshot and baseline,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Capture pre-existing failures and baseline evidence.,Implement and verify: Capture pre-existing failures and baseline evidence.
ELMOS-JAVA-011,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Health check and plan,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Build Maven/Gradle module graph and identify JDK, Spring, Security, Hibernate/JPA, Jakarta, testing, serialization, transaction, cache, messaging, API, database, and deployment fingerprints.","Implement and verify: Build Maven/Gradle module graph and identify JDK, Spring, Security, Hibernate/JPA, Jakarta, testing, serialization, transaction, cache, messaging, API, database, and deployment fingerprints."
ELMOS-JAVA-012,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Health check and plan,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Detect dependency conflicts, CVE/license candidates, unsupported plugins, reflection, native bindings, generated code, and compatibility risks.","Implement and verify: Detect dependency conflicts, CVE/license candidates, unsupported plugins, reflection, native bindings, generated code, and compatibility risks."
ELMOS-JAVA-013,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Health check and plan,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Select target profile and supported intermediate states such as Boot 2.7 to 3.x before later targets.,Implement and verify: Select target profile and supported intermediate states such as Boot 2.7 to 3.x before later targets.
ELMOS-JAVA-014,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Health check and plan,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Create dependency-aware migration DAG with deterministic probability, manual work, risk, evidence, budget, and system wall-clock ETA plus separate human-equivalent effort.","Implement and verify: Create dependency-aware migration DAG with deterministic probability, manual work, risk, evidence, budget, and system wall-clock ETA plus separate human-equivalent effort."
ELMOS-JAVA-015,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Health check and plan,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Require plan review/approval before rewrite.,Implement and verify: Require plan review/approval before rewrite.
